capital,funcao,ano,valor_empenhado,valor_pago,taxa_execucao_pct
Prefeitura Municipal de Palmas - TO,13 - Cultura,2023,31267959.39,19104189.0,61.1
Prefeitura Municipal de São Luís - MA,13 - Cultura,2023,104607503.45,51766896.24,49.5
Prefeitura Municipal de Boa Vista - RR,14 - Direitos da Cidadania,2023,2522226.69,2522226.69,100.0
Prefeitura Municipal de Manaus - AM,14 - Direitos da Cidadania,2023,30109126.64,30096898.14,100.0
Prefeitura Municipal de Campo Grande - MS,14 - Direitos da Cidadania,2023,27378555.37,27324997.19,99.8
Prefeitura Municipal de Recife - PE,14 - Direitos da Cidadania,2023,108236437.37,107482384.05,99.3
Prefeitura Municipal de Rio Branco - AC,14 - Direitos da Cidadania,2023,829138.4,815025.57,98.3
Prefeitura Municipal de Macapá - AP,14 - Direitos da Cidadania,2023,2551383.51,2491707.2,97.7
Prefeitura Municipal de Fortaleza - CE,14 - Direitos da Cidadania,2023,31545312.09,30641773.45,97.1
Prefeitura Municipal de Goiânia - GO,14 - Direitos da Cidadania,2023,1052302.45,1019387.88,96.9
Prefeitura Municipal de João Pessoa - PB,14 - Direitos da Cidadania,2023,5107241.75,4898882.75,95.9
Prefeitura Municipal de Cuiabá - MT,14 - Direitos da Cidadania,2023,3472650.47,3289057.62,94.7
Prefeitura Municipal de São Paulo - SP,14 - Direitos da Cidadania,2023,482612767.11,444284627.82,92.1
Prefeitura Municipal de Aracaju - SE,14 - Direitos da Cidadania,2023,1413529.94,1298440.64,91.9
Prefeitura Municipal de Belo Horizonte - MG,14 - Direitos da Cidadania,2023,51545120.21,46210563.04,89.7
Prefeitura Municipal de Teresina - PI,14 - Direitos da Cidadania,2023,1641597.29,1460170.83,88.9
Prefeitura Municipal do Rio de Janeiro - RJ,14 - Direitos da Cidadania,2023,89099211.68,78554464.59,88.2
Prefeitura Municipal de Salvador - BA,14 - Direitos da Cidadania,2023,44650696.09,36459949.95,81.7
Prefeitura Municipal de Porto Alegre - RS,14 - Direitos da Cidadania,2023,24032156.93,19267345.0,80.2
Prefeitura Municipal de Maceió - AL,14 - Direitos da Cidadania,2023,6026376.72,4689354.97,77.8
Prefeitura Municipal de Florianópolis - SC,14 - Direitos da Cidadania,2023,4329116.5,3128771.22,72.3
Prefeitura Municipal de Vitória - ES,14 - Direitos da Cidadania,2023,14486847.14,10071751.33,69.5
Prefeitura Municipal de Palmas - TO,14 - Direitos da Cidadania,2023,3791189.19,2544162.91,67.1
Prefeitura Municipal de Curitiba - PR,14 - Direitos da Cidadania,2023,2331300.95,1026638.47,44.0
Prefeitura Municipal de São Luís - MA,14 - Direitos da Cidadania,2023,18888766.43,6066972.28,32.1
Prefeitura Municipal de Goiânia - GO,15 - Urbanismo,2023,84145664.24,83328163.76,99.0
Prefeitura Municipal de Manaus - AM,15 - Urbanismo,2023,1871565401.87,1842396300.63,98.4
Prefeitura Municipal de Recife - PE,15 - Urbanismo,2023,1601516903.52,1562594715.25,97.6
Prefeitura Municipal de Belém - PA,15 - Urbanismo,2023,230681408.16,220715988.63,95.7
Prefeitura Municipal de Fortaleza - CE,15 - Urbanismo,2023,1190722473.17,1109779138.84,93.2
Prefeitura Municipal de João Pessoa - PB,15 - Urbanismo,2023,366218562.23,332344885.92,90.8
Prefeitura Municipal de Boa Vista - RR,15 - Urbanismo,2023,285048020.97,257714859.01,90.4
Prefeitura Municipal de Salvador - BA,15 - Urbanismo,2023,2219208726.62,1981328121.76,89.3
Prefeitura Municipal de Macapá - AP,15 - Urbanismo,2023,29371844.27,25922548.56,88.3
Prefeitura Municipal do Rio de Janeiro - RJ,15 - Urbanismo,2023,4181623596.91,3684043253.87,88.1
Prefeitura Municipal de Teresina - PI,15 - Urbanismo,2023,525505470.39,460503334.87,87.6
Prefeitura Municipal de Palmas - TO,15 - Urbanismo,2023,288816476.35,250972933.36,86.9
Prefeitura Municipal de Belo Horizonte - MG,15 - Urbanismo,2023,844588766.23,730900643.8,86.5
Prefeitura Municipal de Rio Branco - AC,15 - Urbanismo,2023,316638599.86,265751727.74,83.9
Prefeitura Municipal de Campo Grande - MS,15 - Urbanismo,2023,429745762.06,358808898.27,83.5
Prefeitura Municipal de Cuiabá - MT,15 - Urbanismo,2023,333270989.41,277070807.18,83.1
Prefeitura Municipal de Vitória - ES,15 - Urbanismo,2023,471938773.36,388720870.23,82.4
Prefeitura Municipal de Florianópolis - SC,15 - Urbanismo,2023,288924594.19,233699333.82,80.9
Prefeitura Municipal de Aracaju - SE,15 - Urbanismo,2023,301952165.97,243459154.86,80.6
Prefeitura Municipal de Maceió - AL,15 - Urbanismo,2023,489845875.38,385893300.02,78.8
Prefeitura Municipal de São Paulo - SP,15 - Urbanismo,2023,12755733652.31,9720748261.48,76.2
Prefeitura Municipal de Porto Velho - RO,15 - Urbanismo,2023,310686279.13,235501738.07,75.8
Prefeitura Municipal de Porto Alegre - RS,15 - Urbanismo,2023,306214559.13,231627753.89,75.6
Prefeitura Municipal de Natal - RN,15 - Urbanismo,2023,756323131.08,543065395.04,71.8
Prefeitura Municipal de São Luís - MA,15 - Urbanismo,2023,336683459.08,240229799.36,71.4
Prefeitura Municipal de Curitiba - PR,15 - Urbanismo,2023,1629937494.81,979552004.15,60.1
Prefeitura Municipal de Goiânia - GO,16 - Habitação,2023,6458052.0,6458052.0,100.0
Prefeitura Municipal de Boa Vista - RR,16 - Habitação,2023,936427.67,936427.67,100.0
Prefeitura Municipal de Belém - PA,16 - Habitação,2023,65273455.21,65083881.38,99.7
Prefeitura Municipal de Recife - PE,16 - Habitação,2023,5847277.86,5755288.93,98.4
Prefeitura Municipal de Fortaleza - CE,16 - Habitação,2023,35891773.75,35280501.2,98.3
Prefeitura Municipal de Manaus - AM,16 - Habitação,2023,1207941.98,1163558.54,96.3
Prefeitura Municipal de Teresina - PI,16 - Habitação,2023,15547668.93,14957219.52,96.2
Prefeitura Municipal de Palmas - TO,16 - Habitação,2023,8072604.45,7551383.97,93.5
Prefeitura Municipal de Campo Grande - MS,16 - Habitação,2023,24577196.76,22976464.48,93.5
Prefeitura Municipal de Belo Horizonte - MG,16 - Habitação,2023,188669482.14,169226722.26,89.7
Prefeitura Municipal de Cuiabá - MT,16 - Habitação,2023,12246409.5,10699456.19,87.4
Prefeitura Municipal de Porto Velho - RO,16 - Habitação,2023,2821475.2,2450101.04,86.8
Prefeitura Municipal de Maceió - AL,16 - Habitação,2023,508619.44,438254.98,86.2
Prefeitura Municipal de Aracaju - SE,16 - Habitação,2023,60878647.08,52314333.06,85.9
Prefeitura Municipal do Rio de Janeiro - RJ,16 - Habitação,2023,217270962.72,179636131.24,82.7
Prefeitura Municipal de Florianópolis - SC,16 - Habitação,2023,764710.11,626522.31,81.9
Prefeitura Municipal de Vitória - ES,16 - Habitação,2023,9799783.49,7842586.44,80.0
Prefeitura Municipal de Salvador - BA,16 - Habitação,2023,151951741.56,117194472.6,77.1
Prefeitura Municipal de João Pessoa - PB,16 - Habitação,2023,22502108.16,17131446.81,76.1
Prefeitura Municipal de São Paulo - SP,16 - Habitação,2023,3370616155.86,2522294710.3,74.8
Prefeitura Municipal de Porto Alegre - RS,16 - Habitação,2023,61210336.32,42440469.64,69.3
Prefeitura Municipal de Natal - RN,16 - Habitação,2023,4938681.66,3308957.78,67.0
Prefeitura Municipal de Curitiba - PR,16 - Habitação,2023,54057652.31,20717482.45,38.3
Prefeitura Municipal de Teresina - PI,17 - Saneamento,2023,667820.75,667820.75,100.0
Prefeitura Municipal de Aracaju - SE,17 - Saneamento,2023,11884595.38,11884595.38,100.0
Prefeitura Municipal de Boa Vista - RR,17 - Saneamento,2023,4583223.42,4583223.42,100.0
Prefeitura Municipal de Belém - PA,17 - Saneamento,2023,458216374.49,456575503.16,99.6
Prefeitura Municipal de Manaus - AM,17 - Saneamento,2023,44629738.15,44430560.74,99.6
Prefeitura Municipal de Goiânia - GO,17 - Saneamento,2023,520910621.03,512479444.69,98.4
Prefeitura Municipal de Rio Branco - AC,17 - Saneamento,2023,86339822.81,84759048.62,98.2
Prefeitura Municipal de Recife - PE,17 - Saneamento,2023,89157340.97,86540839.65,97.1
Prefeitura Municipal de Fortaleza - CE,17 - Saneamento,2023,71428370.75,67509994.32,94.5
Prefeitura Municipal de Cuiabá - MT,17 - Saneamento,2023,13861018.01,12891757.39,93.0
Prefeitura Municipal de Salvador - BA,17 - Saneamento,2023,71210885.05,64246669.77,90.2
Prefeitura Municipal de Maceió - AL,17 - Saneamento,2023,283528959.0,255217286.59,90.0
Prefeitura Municipal do Rio de Janeiro - RJ,17 - Saneamento,2023,877072355.64,787876440.22,89.8
Prefeitura Municipal de São Luís - MA,17 - Saneamento,2023,219129275.99,194806801.68,88.9
Prefeitura Municipal de Curitiba - PR,17 - Saneamento,2023,385596178.45,341012725.83,88.4
Prefeitura Municipal de Porto Alegre - RS,17 - Saneamento,2023,1113790689.01,970118451.71,87.1
Prefeitura Municipal de Belo Horizonte - MG,17 - Saneamento,2023,813269048.56,704576904.37,86.6
Prefeitura Municipal de Palmas - TO,17 - Saneamento,2023,60735095.5,50054795.01,82.4
Prefeitura Municipal de Florianópolis - SC,17 - Saneamento,2023,110123576.8,87994147.17,79.9
Prefeitura Municipal de São Paulo - SP,17 - Saneamento,2023,2007237949.15,1547097451.29,77.1
Prefeitura Municipal de Macapá - AP,17 - Saneamento,2023,47849994.61,34833061.48,72.8
Prefeitura Municipal de Porto Velho - RO,17 - Saneamento,2023,35522761.7,19484924.54,54.9
Prefeitura Municipal de João Pessoa - PB,17 - Saneamento,2023,555790.75,290594.85,52.3
Prefeitura Municipal de Vitória - ES,17 - Saneamento,2023,22286044.5,11488682.05,51.6
Prefeitura Municipal de Boa Vista - RR,18 - Gestão Ambiental,2023,22232965.03,22232312.53,100.0
Prefeitura Municipal de Recife - PE,18 - Gestão Ambiental,2023,18398780.47,18266521.36,99.3
Prefeitura Municipal de Maceió - AL,18 - Gestão Ambiental,2023,453952.87,448327.87,98.8
Prefeitura Municipal de Rio Branco - AC,18 - Gestão Ambiental,2023,21662799.75,21045458.84,97.2
Prefeitura Municipal de Aracaju - SE,18 - Gestão Ambiental,2023,209938801.19,204095406.62,97.2
Prefeitura Municipal de Cuiabá - MT,18 - Gestão Ambiental,2023,9386269.08,9115497.96,97.1
Prefeitura Municipal de Fortaleza - CE,18 - Gestão Ambiental,2023,88821743.53,85630963.75,96.4
Prefeitura Municipal de Campo Grande - MS,18 - Gestão Ambiental,2023,41305244.79,39658958.73,96.0
Prefeitura Municipal de Manaus - AM,18 - Gestão Ambiental,2023,25744137.84,24487494.97,95.1
Prefeitura Municipal de Natal - RN,18 - Gestão Ambiental,2023,5046833.83,4798561.23,95.1
Prefeitura Municipal de Macapá - AP,18 - Gestão Ambiental,2023,5854310.66,5425284.95,92.7
Prefeitura Municipal de Salvador - BA,18 - Gestão Ambiental,2023,37024519.8,34037203.36,91.9
Prefeitura Municipal de Porto Velho - RO,18 - Gestão Ambiental,2023,5841507.81,5346817.61,91.5
Prefeitura Municipal de Belém - PA,18 - Gestão Ambiental,2023,20244789.18,18472249.75,91.2
Prefeitura Municipal de Palmas - TO,18 - Gestão Ambiental,2023,8257584.93,7467414.76,90.4
Prefeitura Municipal de Belo Horizonte - MG,18 - Gestão Ambiental,2023,138792324.27,123388425.67,88.9
Prefeitura Municipal de João Pessoa - PB,18 - Gestão Ambiental,2023,14203785.49,12617200.38,88.8
Prefeitura Municipal do Rio de Janeiro - RJ,18 - Gestão Ambiental,2023,237075571.68,204487595.69,86.3
Prefeitura Municipal de São Paulo - SP,18 - Gestão Ambiental,2023,568053945.24,476467603.45,83.9
Prefeitura Municipal de Vitória - ES,18 - Gestão Ambiental,2023,72507638.99,60455007.34,83.4
Prefeitura Municipal de Florianópolis - SC,18 - Gestão Ambiental,2023,65665565.47,51984524.45,79.2
Prefeitura Municipal de Curitiba - PR,18 - Gestão Ambiental,2023,228829451.36,177034754.51,77.4
Prefeitura Municipal de Porto Alegre - RS,18 - Gestão Ambiental,2023,34556157.35,26256361.78,76.0
Prefeitura Municipal de Goiânia - GO,18 - Gestão Ambiental,2023,5508339.48,4178741.49,75.9
Prefeitura Municipal de São Luís - MA,18 - Gestão Ambiental,2023,383655.7,282735.44,73.7
Prefeitura Municipal de Teresina - PI,18 - Gestão Ambiental,2023,18900561.65,12630470.17,66.8
Prefeitura Municipal de Aracaju - SE,19 - Ciência e Tecnologia,2023,75000.0,75000.0,100.0
Prefeitura Municipal de Goiânia - GO,19 - Ciência e Tecnologia,2023,18398699.49,18398699.49,100.0
Prefeitura Municipal de Belém - PA,19 - Ciência e Tecnologia,2023,22521830.54,22517691.19,100.0
Prefeitura Municipal de Macapá - AP,19 - Ciência e Tecnologia,2023,107077.6,107077.6,100.0
Prefeitura Municipal de Recife - PE,19 - Ciência e Tecnologia,2023,5478762.85,5468762.85,99.8
Prefeitura Municipal do Rio de Janeiro - RJ,19 - Ciência e Tecnologia,2023,44952928.22,43420585.76,96.6
Prefeitura Municipal de João Pessoa - PB,19 - Ciência e Tecnologia,2023,5300612.17,4993800.52,94.2
Prefeitura Municipal de Vitória - ES,19 - Ciência e Tecnologia,2023,1890805.41,1761793.79,93.2
Prefeitura Municipal de Campo Grande - MS,19 - Ciência e Tecnologia,2023,4057594.68,3723861.3,91.8
Prefeitura Municipal de Maceió - AL,19 - Ciência e Tecnologia,2023,4476361.43,3992186.95,89.2
Prefeitura Municipal de Porto Velho - RO,19 - Ciência e Tecnologia,2023,2202363.5,1916903.97,87.0
Prefeitura Municipal de São Paulo - SP,19 - Ciência e Tecnologia,2023,17813485.74,15081100.36,84.7
Prefeitura Municipal de Fortaleza - CE,19 - Ciência e Tecnologia,2023,8772900.02,7405413.79,84.4
Prefeitura Municipal de Salvador - BA,19 - Ciência e Tecnologia,2023,130554150.06,108854307.75,83.4
Prefeitura Municipal de Belo Horizonte - MG,19 - Ciência e Tecnologia,2023,156011617.78,120795364.8,77.4
Prefeitura Municipal de São Luís - MA,19 - Ciência e Tecnologia,2023,1966834.88,1248390.94,63.5
Prefeitura Municipal de Porto Alegre - RS,19 - Ciência e Tecnologia,2023,17917712.51,8043534.73,44.9
Prefeitura Municipal de Rio Branco - AC,19 - Ciência e Tecnologia,2023,2660587.42,108228.42,4.1
Prefeitura Municipal de Manaus - AM,20 - Agricultura,2023,13447320.73,13037825.43,97.0
Prefeitura Municipal de Campo Grande - MS,20 - Agricultura,2023,9456032.96,9031374.68,95.5
Prefeitura Municipal de Cuiabá - MT,20 - Agricultura,2023,2129443.51,1995462.55,93.7
Prefeitura Municipal de Palmas - TO,20 - Agricultura,2023,32681239.56,30152659.4,92.3
Prefeitura Municipal de Rio Branco - AC,20 - Agricultura,2023,57867786.79,52703137.28,91.1
Prefeitura Municipal de Macapá - AP,20 - Agricultura,2023,3156093.26,2862879.13,90.7
Prefeitura Municipal de São Luís - MA,20 - Agricultura,2023,6453949.59,5434706.18,84.2
Prefeitura Municipal de Porto Velho - RO,20 - Agricultura,2023,33215288.59,27122042.58,81.7
Prefeitura Municipal de Belo Horizonte - MG,20 - Agricultura,2023,2177192.82,1652439.47,75.9
Prefeitura Municipal de João Pessoa - PB,20 - Agricultura,2023,898613.34,674829.54,75.1
Prefeitura Municipal de Boa Vista - RR,20 - Agricultura,2023,20109694.81,14259403.65,70.9
Prefeitura Municipal de São Paulo - SP,20 - Agricultura,2023,5835358.06,3948266.5,67.7
Prefeitura Municipal de Teresina - PI,20 - Agricultura,2023,1086.0,601.27,55.4
Prefeitura Municipal de Porto Alegre - RS,20 - Agricultura,2023,11657865.82,3069962.95,26.3
Prefeitura Municipal de Curitiba - PR,22 - Indústria,2023,200000.0,200000.0,100.0
Prefeitura Municipal de Campo Grande - MS,22 - Indústria,2023,25664.57,25664.57,100.0
Prefeitura Municipal de Salvador - BA,22 - Indústria,2023,25258479.44,23464409.43,92.9
Prefeitura Municipal do Rio de Janeiro - RJ,22 - Indústria,2023,8094214.07,7266037.23,89.8
Prefeitura Municipal de Rio Branco - AC,23 - Comércio e Serviços,2023,147444.34,147009.34,99.7
Prefeitura Municipal de Campo Grande - MS,23 - Comércio e Serviços,2023,1598928.55,1594153.55,99.7
Prefeitura Municipal de Porto Velho - RO,23 - Comércio e Serviços,2023,2849420.37,2827643.22,99.2
Prefeitura Municipal de Boa Vista - RR,23 - Comércio e Serviços,2023,5797870.85,5737916.38,99.0
Prefeitura Municipal de Aracaju - SE,23 - Comércio e Serviços,2023,6620224.78,6554648.32,99.0
Prefeitura Municipal de Fortaleza - CE,23 - Comércio e Serviços,2023,4969866.17,4903859.29,98.7
Prefeitura Municipal de Maceió - AL,23 - Comércio e Serviços,2023,34733536.52,33539602.36,96.6
Prefeitura Municipal de Goiânia - GO,23 - Comércio e Serviços,2023,5194475.0,4994475.0,96.1
Prefeitura Municipal de Palmas - TO,23 - Comércio e Serviços,2023,38809170.35,37023349.1,95.4
Prefeitura Municipal de Manaus - AM,23 - Comércio e Serviços,2023,33405532.0,31211240.88,93.4
Prefeitura Municipal de Recife - PE,23 - Comércio e Serviços,2023,78233197.37,71752655.57,91.7
Prefeitura Municipal de Porto Alegre - RS,23 - Comércio e Serviços,2023,4142103.73,3706091.97,89.5
Prefeitura Municipal de Cuiabá - MT,23 - Comércio e Serviços,2023,6407762.42,5692557.25,88.8
Prefeitura Municipal de Teresina - PI,23 - Comércio e Serviços,2023,2218928.97,1899945.16,85.6
Prefeitura Municipal de Belo Horizonte - MG,23 - Comércio e Serviços,2023,83257620.01,69781897.3,83.8
Prefeitura Municipal de Curitiba - PR,23 - Comércio e Serviços,2023,294179347.45,245273388.27,83.4
Prefeitura Municipal de Salvador - BA,23 - Comércio e Serviços,2023,369216200.9,298348708.41,80.8
Prefeitura Municipal do Rio de Janeiro - RJ,23 - Comércio e Serviços,2023,223440554.47,180209569.3,80.7
Prefeitura Municipal de São Paulo - SP,23 - Comércio e Serviços,2023,579463635.9,451983883.13,78.0
Prefeitura Municipal de Belém - PA,23 - Comércio e Serviços,2023,45940496.4,33175771.56,72.2
Prefeitura Municipal de Florianópolis - SC,23 - Comércio e Serviços,2023,413200.0,291500.0,70.5
Prefeitura Municipal de João Pessoa - PB,23 - Comércio e Serviços,2023,2050200.54,1222271.95,59.6
Prefeitura Municipal de Natal - RN,23 - Comércio e Serviços,2023,9522705.42,4968197.24,52.2
Prefeitura Municipal de Vitória - ES,23 - Comércio e Serviços,2023,14604195.65,7533771.74,51.6
Prefeitura Municipal de Macapá - AP,23 - Comércio e Serviços,2023,3089930.33,1509599.09,48.9
Prefeitura Municipal de São Luís - MA,23 - Comércio e Serviços,2023,2173907.4,1028708.82,47.3
Prefeitura Municipal de Fortaleza - CE,24 - Comunicações,2023,13405827.43,13404518.98,100.0
Prefeitura Municipal de Campo Grande - MS,24 - Comunicações,2023,3589700.13,3589700.13,100.0
Prefeitura Municipal de Belém - PA,24 - Comunicações,2023,20532126.1,20240399.39,98.6
Prefeitura Municipal de João Pessoa - PB,24 - Comunicações,2023,23990752.61,22715157.57,94.7
Prefeitura Municipal de São Luís - MA,24 - Comunicações,2023,6637000.0,5938349.62,89.5
Prefeitura Municipal de Vitória - ES,24 - Comunicações,2023,13243715.86,10270274.3,77.5
Prefeitura Municipal de Salvador - BA,24 - Comunicações,2023,148508042.84,113850833.09,76.7
Prefeitura Municipal de São Paulo - SP,24 - Comunicações,2023,375465453.1,284319871.16,75.7
Prefeitura Municipal de Palmas - TO,24 - Comunicações,2023,32793006.05,21861226.97,66.7
Prefeitura Municipal de Fortaleza - CE,25 - Energia,2023,104164414.06,104124839.33,100.0
