capital,funcao,ano,valor_empenhado,valor_pago,taxa_execucao_pct
Prefeitura Municipal de Cuiabá - MT,15 - Urbanismo,2021,183623868.55,163910494.88,89.3
Prefeitura Municipal de Fortaleza - CE,15 - Urbanismo,2021,923133013.21,817544027.41,88.6
Prefeitura Municipal de Boa Vista - RR,15 - Urbanismo,2021,274773874.14,237216509.55,86.3
Prefeitura Municipal de Curitiba - PR,15 - Urbanismo,2021,1306070899.63,1127489968.55,86.3
Prefeitura Municipal de São Paulo - SP,15 - Urbanismo,2021,5621173729.82,4797760079.45,85.4
Prefeitura Municipal de Belo Horizonte - MG,15 - Urbanismo,2021,455776762.02,382803981.46,84.0
Prefeitura Municipal de Rio Branco - AC,15 - Urbanismo,2021,161713220.56,135269662.14,83.6
Prefeitura Municipal de Porto Alegre - RS,15 - Urbanismo,2021,210627836.89,176132936.76,83.6
Prefeitura Municipal de Vitória - ES,15 - Urbanismo,2021,97172945.38,79585662.92,81.9
Prefeitura Municipal de Porto Velho - RO,15 - Urbanismo,2021,185991292.51,147668466.03,79.4
Prefeitura Municipal de Natal - RN,15 - Urbanismo,2021,493906441.03,384686156.13,77.9
Prefeitura Municipal de São Luís - MA,15 - Urbanismo,2021,163656038.15,127305082.34,77.8
Prefeitura Municipal de Maceió - AL,15 - Urbanismo,2021,167029033.13,126522380.35,75.7
Prefeitura Municipal de Macapá - AP,15 - Urbanismo,2021,254276044.28,161620689.91,63.6
Prefeitura Municipal de Boa Vista - RR,16 - Habitação,2021,261146.4,261146.4,100.0
Prefeitura Municipal de Recife - PE,16 - Habitação,2021,4077978.91,4077978.91,100.0
Prefeitura Municipal de Macapá - AP,16 - Habitação,2021,1460.04,1460.04,100.0
Prefeitura Municipal de Aracaju - SE,16 - Habitação,2021,2603826.48,2603826.48,100.0
Prefeitura Municipal de Belém - PA,16 - Habitação,2021,34441782.6,34381575.73,99.8
Prefeitura Municipal de Fortaleza - CE,16 - Habitação,2021,15526496.55,15371227.69,99.0
Prefeitura Municipal de Cuiabá - MT,16 - Habitação,2021,13341356.32,12556523.77,94.1
Prefeitura Municipal de Campo Grande - MS,16 - Habitação,2021,14579448.96,13586573.35,93.2
Prefeitura Municipal de Porto Alegre - RS,16 - Habitação,2021,32254317.14,30019035.96,93.1
Prefeitura Municipal de Vitória - ES,16 - Habitação,2021,15180158.97,13346809.16,87.9
Prefeitura Municipal de Belo Horizonte - MG,16 - Habitação,2021,149607664.79,128835995.26,86.1
Prefeitura Municipal de Florianópolis - SC,16 - Habitação,2021,484595.93,410174.05,84.6
Prefeitura Municipal do Rio de Janeiro - RJ,16 - Habitação,2021,44803108.74,37200224.49,83.0
Prefeitura Municipal de São Paulo - SP,16 - Habitação,2021,1097766779.76,843727381.0,76.9
Prefeitura Municipal de Curitiba - PR,16 - Habitação,2021,30535011.77,22888319.76,75.0
Prefeitura Municipal de Teresina - PI,16 - Habitação,2021,10781638.13,7617050.47,70.6
Prefeitura Municipal de Salvador - BA,16 - Habitação,2021,54374660.88,35472463.67,65.2
Prefeitura Municipal de Porto Velho - RO,16 - Habitação,2021,10003246.74,6397628.67,64.0
Prefeitura Municipal de João Pessoa - PB,16 - Habitação,2021,4933265.0,3088514.27,62.6
Prefeitura Municipal de Goiânia - GO,16 - Habitação,2021,123735.1,76453.65,61.8
Prefeitura Municipal de Palmas - TO,16 - Habitação,2021,10569465.23,6372607.31,60.3
Prefeitura Municipal de Natal - RN,16 - Habitação,2021,8464224.84,3763342.27,44.5
Prefeitura Municipal de Maceió - AL,16 - Habitação,2021,929063.67,305.5,0.0
Prefeitura Municipal de João Pessoa - PB,17 - Saneamento,2021,283707.3,283707.3,100.0
Prefeitura Municipal de Cuiabá - MT,17 - Saneamento,2021,4310653.37,4310653.37,100.0
Prefeitura Municipal de Goiânia - GO,17 - Saneamento,2021,454762547.78,454662547.78,100.0
Prefeitura Municipal de Aracaju - SE,17 - Saneamento,2021,10126463.2,10126463.2,100.0
Prefeitura Municipal de Rio Branco - AC,17 - Saneamento,2021,13876154.68,13815621.27,99.6
Prefeitura Municipal de Manaus - AM,17 - Saneamento,2021,47014095.64,46645434.69,99.2
Prefeitura Municipal de Belém - PA,17 - Saneamento,2021,327271117.06,323135508.31,98.7
Prefeitura Municipal de Recife - PE,17 - Saneamento,2021,73048778.79,71974984.15,98.5
Prefeitura Municipal de São Luís - MA,17 - Saneamento,2021,159885925.77,153623873.02,96.1
Prefeitura Municipal de Maceió - AL,17 - Saneamento,2021,181492882.99,173746348.28,95.7
Prefeitura Municipal de Curitiba - PR,17 - Saneamento,2021,313288862.93,279729034.94,89.3
Prefeitura Municipal de Belo Horizonte - MG,17 - Saneamento,2021,544780086.54,480600392.94,88.2
Prefeitura Municipal do Rio de Janeiro - RJ,17 - Saneamento,2021,570785300.72,496366811.31,87.0
Prefeitura Municipal de Palmas - TO,17 - Saneamento,2021,40758632.83,35421922.53,86.9
Prefeitura Municipal de Boa Vista - RR,17 - Saneamento,2021,5681367.72,4858035.5,85.5
Prefeitura Municipal de Porto Alegre - RS,17 - Saneamento,2021,816552045.61,695181135.67,85.1
Prefeitura Municipal de Fortaleza - CE,17 - Saneamento,2021,160811880.29,126939223.82,78.9
Prefeitura Municipal de Florianópolis - SC,17 - Saneamento,2021,42999611.99,33754873.08,78.5
Prefeitura Municipal de Teresina - PI,17 - Saneamento,2021,2280004.79,1600771.44,70.2
Prefeitura Municipal de São Paulo - SP,17 - Saneamento,2021,691051862.92,482337024.43,69.8
Prefeitura Municipal de Porto Velho - RO,17 - Saneamento,2021,1414530.0,470779.2,33.3
Prefeitura Municipal de Belém - PA,18 - Gestão Ambiental,2021,16088214.72,16088214.72,100.0
Prefeitura Municipal de Cuiabá - MT,18 - Gestão Ambiental,2021,36866991.79,36692583.47,99.5
Prefeitura Municipal de Recife - PE,18 - Gestão Ambiental,2021,12080430.51,12007463.91,99.4
Prefeitura Municipal de Boa Vista - RR,18 - Gestão Ambiental,2021,13569165.24,13456075.84,99.2
Prefeitura Municipal de Rio Branco - AC,18 - Gestão Ambiental,2021,11981522.53,11885598.01,99.2
Prefeitura Municipal de Aracaju - SE,18 - Gestão Ambiental,2021,164986032.82,162249816.51,98.3
Prefeitura Municipal de Palmas - TO,18 - Gestão Ambiental,2021,4434020.92,4334701.44,97.8
Prefeitura Municipal de Manaus - AM,18 - Gestão Ambiental,2021,15134788.83,14557906.44,96.2
Prefeitura Municipal de Campo Grande - MS,18 - Gestão Ambiental,2021,36085049.51,34684291.07,96.1
Prefeitura Municipal de Maceió - AL,18 - Gestão Ambiental,2021,181233.19,172623.19,95.2
Prefeitura Municipal de Fortaleza - CE,18 - Gestão Ambiental,2021,70101443.81,65059721.01,92.8
Prefeitura Municipal de Florianópolis - SC,18 - Gestão Ambiental,2021,28059101.9,25775366.12,91.9
Prefeitura Municipal de Goiânia - GO,18 - Gestão Ambiental,2021,9109539.46,8286172.65,91.0
Prefeitura Municipal de Salvador - BA,18 - Gestão Ambiental,2021,23772599.19,21525519.61,90.5
Prefeitura Municipal de Vitória - ES,18 - Gestão Ambiental,2021,147906092.69,131821137.49,89.1
Prefeitura Municipal de Natal - RN,18 - Gestão Ambiental,2021,4514668.62,3968625.46,87.9
Prefeitura Municipal de São Luís - MA,18 - Gestão Ambiental,2021,129272.42,113094.12,87.5
Prefeitura Municipal de Belo Horizonte - MG,18 - Gestão Ambiental,2021,117389792.39,100390355.87,85.5
Prefeitura Municipal de São Paulo - SP,18 - Gestão Ambiental,2021,285029584.23,238813698.98,83.8
Prefeitura Municipal de Curitiba - PR,18 - Gestão Ambiental,2021,150034165.6,123529534.73,82.3
Prefeitura Municipal do Rio de Janeiro - RJ,18 - Gestão Ambiental,2021,70346387.28,56863353.2,80.8
Prefeitura Municipal de João Pessoa - PB,18 - Gestão Ambiental,2021,9417589.87,7460524.46,79.2
Prefeitura Municipal de Porto Alegre - RS,18 - Gestão Ambiental,2021,13119791.74,9647943.0,73.5
Prefeitura Municipal de Porto Velho - RO,18 - Gestão Ambiental,2021,1395678.29,957322.83,68.6
Prefeitura Municipal de Macapá - AP,18 - Gestão Ambiental,2021,82777.36,31142.36,37.6
Prefeitura Municipal de João Pessoa - PB,19 - Ciência e Tecnologia,2021,2157046.09,2157046.09,100.0
Prefeitura Municipal de Recife - PE,19 - Ciência e Tecnologia,2021,3355385.91,3353727.91,100.0
Prefeitura Municipal de Vitória - ES,19 - Ciência e Tecnologia,2021,150000.0,150000.0,100.0
Prefeitura Municipal de Goiânia - GO,19 - Ciência e Tecnologia,2021,11837344.05,11837344.05,100.0
Prefeitura Municipal de Belém - PA,19 - Ciência e Tecnologia,2021,23172316.89,23098249.11,99.7
Prefeitura Municipal do Rio de Janeiro - RJ,19 - Ciência e Tecnologia,2021,12923646.9,12329750.94,95.4
Prefeitura Municipal de Campo Grande - MS,19 - Ciência e Tecnologia,2021,1107406.44,1050827.29,94.9
Prefeitura Municipal de Aracaju - SE,19 - Ciência e Tecnologia,2021,300000.0,275000.0,91.7
Prefeitura Municipal de Belo Horizonte - MG,19 - Ciência e Tecnologia,2021,117234029.81,101807298.07,86.8
Prefeitura Municipal de Fortaleza - CE,19 - Ciência e Tecnologia,2021,4452191.87,3726390.35,83.7
Prefeitura Municipal de Salvador - BA,19 - Ciência e Tecnologia,2021,17551016.05,14442971.18,82.3
Prefeitura Municipal de Rio Branco - AC,19 - Ciência e Tecnologia,2021,245889.66,146100.6,59.4
Prefeitura Municipal de Palmas - TO,19 - Ciência e Tecnologia,2021,278690.47,133152.62,47.8
Prefeitura Municipal de Cuiabá - MT,20 - Agricultura,2021,423404.83,423404.83,100.0
Prefeitura Municipal de Teresina - PI,20 - Agricultura,2021,331081.07,326143.88,98.5
Prefeitura Municipal de Rio Branco - AC,20 - Agricultura,2021,7199696.07,6810896.37,94.6
Prefeitura Municipal de Macapá - AP,20 - Agricultura,2021,359537.68,339925.05,94.5
Prefeitura Municipal de Palmas - TO,20 - Agricultura,2021,22122842.06,20469692.59,92.5
Prefeitura Municipal de Campo Grande - MS,20 - Agricultura,2021,6623009.75,5786473.9,87.4
Prefeitura Municipal de Belo Horizonte - MG,20 - Agricultura,2021,1465082.2,1253393.98,85.6
Prefeitura Municipal de Porto Velho - RO,20 - Agricultura,2021,10918660.79,9048590.94,82.9
Prefeitura Municipal de São Luís - MA,20 - Agricultura,2021,4902360.92,4026618.84,82.1
Prefeitura Municipal de Boa Vista - RR,20 - Agricultura,2021,5572171.23,4393171.23,78.8
Prefeitura Municipal de Curitiba - PR,22 - Indústria,2021,3400000.0,3400000.0,100.0
Prefeitura Municipal de Campo Grande - MS,22 - Indústria,2021,197926.44,180791.36,91.3
Prefeitura Municipal de Salvador - BA,22 - Indústria,2021,16095637.95,14395813.34,89.4
Prefeitura Municipal do Rio de Janeiro - RJ,22 - Indústria,2021,4985542.61,4426933.97,88.8
Prefeitura Municipal de Porto Velho - RO,22 - Indústria,2021,397599.11,242180.0,60.9
Prefeitura Municipal de Belém - PA,23 - Comércio e Serviços,2021,1774509.16,1774509.16,100.0
Prefeitura Municipal de Cuiabá - MT,23 - Comércio e Serviços,2021,307578.46,307578.46,100.0
Prefeitura Municipal de São Luís - MA,23 - Comércio e Serviços,2021,1981196.98,1981196.98,100.0
Prefeitura Municipal de Goiânia - GO,23 - Comércio e Serviços,2021,13883.64,13883.64,100.0
Prefeitura Municipal de Recife - PE,23 - Comércio e Serviços,2021,47987265.23,47639828.6,99.3
Prefeitura Municipal de Manaus - AM,23 - Comércio e Serviços,2021,16028223.35,15678196.1,97.8
Prefeitura Municipal de Maceió - AL,23 - Comércio e Serviços,2021,8397061.51,8169621.92,97.3
Prefeitura Municipal de Teresina - PI,23 - Comércio e Serviços,2021,3867002.99,3647085.88,94.3
Prefeitura Municipal de Natal - RN,23 - Comércio e Serviços,2021,5049398.12,4741783.37,93.9
Prefeitura Municipal de Fortaleza - CE,23 - Comércio e Serviços,2021,3394647.2,3180734.66,93.7
Prefeitura Municipal de João Pessoa - PB,23 - Comércio e Serviços,2021,355638.22,330188.9,92.8
Prefeitura Municipal de Salvador - BA,23 - Comércio e Serviços,2021,142467675.74,130756308.51,91.8
Prefeitura Municipal de Aracaju - SE,23 - Comércio e Serviços,2021,379503.17,346410.17,91.3
Prefeitura Municipal de Boa Vista - RR,23 - Comércio e Serviços,2021,713673.29,645439.34,90.4
Prefeitura Municipal de Palmas - TO,23 - Comércio e Serviços,2021,5935033.62,5247626.76,88.4
Prefeitura Municipal de Porto Velho - RO,23 - Comércio e Serviços,2021,1703123.3,1476060.45,86.7
Prefeitura Municipal de Florianópolis - SC,23 - Comércio e Serviços,2021,697553.03,601753.03,86.3
Prefeitura Municipal do Rio de Janeiro - RJ,23 - Comércio e Serviços,2021,76498298.37,65798919.31,86.0
Prefeitura Municipal de Curitiba - PR,23 - Comércio e Serviços,2021,76097392.1,62323738.27,81.9
Prefeitura Municipal de São Paulo - SP,23 - Comércio e Serviços,2021,230953692.13,187428576.86,81.2
Prefeitura Municipal de Belo Horizonte - MG,23 - Comércio e Serviços,2021,54906167.68,44039932.29,80.2
Prefeitura Municipal de Campo Grande - MS,23 - Comércio e Serviços,2021,9798679.62,7406728.38,75.6
Prefeitura Municipal de Vitória - ES,23 - Comércio e Serviços,2021,470000.0,335000.0,71.3
Prefeitura Municipal de Porto Alegre - RS,23 - Comércio e Serviços,2021,3750466.06,2515819.47,67.1
Prefeitura Municipal de Macapá - AP,23 - Comércio e Serviços,2021,286617.85,172128.11,60.1
Prefeitura Municipal de Campo Grande - MS,24 - Comunicações,2021,6990418.15,6851123.99,98.0
Prefeitura Municipal de Belém - PA,24 - Comunicações,2021,16496457.11,15501093.87,94.0
Prefeitura Municipal de São Luís - MA,24 - Comunicações,2021,8967811.48,8362160.83,93.2
Prefeitura Municipal de João Pessoa - PB,24 - Comunicações,2021,15929544.61,14828751.75,93.1
Prefeitura Municipal de Fortaleza - CE,24 - Comunicações,2021,10132820.31,9258018.08,91.4
Prefeitura Municipal de Salvador - BA,24 - Comunicações,2021,95898445.18,86423948.48,90.1
Prefeitura Municipal de São Paulo - SP,24 - Comunicações,2021,205184538.56,181774823.46,88.6
Prefeitura Municipal de Palmas - TO,24 - Comunicações,2021,11317471.67,9624860.19,85.0
Prefeitura Municipal de Vitória - ES,24 - Comunicações,2021,7641701.31,6218561.48,81.4
Prefeitura Municipal de Aracaju - SE,25 - Energia,2021,25392415.32,25392415.32,100.0
Prefeitura Municipal de Fortaleza - CE,25 - Energia,2021,106723683.75,104964134.58,98.4
Prefeitura Municipal de João Pessoa - PB,25 - Energia,2021,28392879.16,26004994.42,91.6
Prefeitura Municipal de Belém - PA,26 - Transporte,2021,52526432.99,52523619.82,100.0
Prefeitura Municipal de Teresina - PI,26 - Transporte,2021,12299904.55,12299894.1,100.0
Prefeitura Municipal de Manaus - AM,26 - Transporte,2021,289882404.15,289582742.14,99.9
Prefeitura Municipal de Maceió - AL,26 - Transporte,2021,31275408.42,31215839.89,99.8
Prefeitura Municipal de São Paulo - SP,26 - Transporte,2021,5434248539.5,5324269999.79,98.0
Prefeitura Municipal de Salvador - BA,26 - Transporte,2021,258368850.04,248418640.23,96.1
Prefeitura Municipal de Aracaju - SE,26 - Transporte,2021,38336319.43,36679869.21,95.7
Prefeitura Municipal de Goiânia - GO,26 - Transporte,2021,293786216.21,280956302.38,95.6
Prefeitura Municipal de Rio Branco - AC,26 - Transporte,2021,17483038.63,16478025.47,94.3
Prefeitura Municipal de Campo Grande - MS,26 - Transporte,2021,212908950.9,199077443.65,93.5
Prefeitura Municipal de Florianópolis - SC,26 - Transporte,2021,15711030.86,14510767.95,92.4
Prefeitura Municipal de Boa Vista - RR,26 - Transporte,2021,29502279.06,27136785.25,92.0
Prefeitura Municipal do Rio de Janeiro - RJ,26 - Transporte,2021,309740238.24,279951442.56,90.4
Prefeitura Municipal de Cuiabá - MT,26 - Transporte,2021,31130338.2,28126991.62,90.4
Prefeitura Municipal de Porto Alegre - RS,26 - Transporte,2021,124999823.12,110191134.69,88.2
Prefeitura Municipal de Palmas - TO,26 - Transporte,2021,12593225.67,11072313.57,87.9
Prefeitura Municipal de Belo Horizonte - MG,26 - Transporte,2021,275428611.84,241621849.53,87.7
Prefeitura Municipal de São Luís - MA,26 - Transporte,2021,28598696.11,23486803.23,82.1
Prefeitura Municipal de João Pessoa - PB,26 - Transporte,2021,26769277.96,21543125.37,80.5
Prefeitura Municipal de Macapá - AP,26 - Transporte,2021,10099022.15,7034101.93,69.7
Prefeitura Municipal de Porto Velho - RO,26 - Transporte,2021,9037360.45,3649835.67,40.4
Prefeitura Municipal de Belém - PA,27 - Desporto e Lazer,2021,4468830.39,4468560.39,100.0
Prefeitura Municipal de Cuiabá - MT,27 - Desporto e Lazer,2021,494154.62,494154.62,100.0
Prefeitura Municipal de São Luís - MA,27 - Desporto e Lazer,2021,6728651.06,6728651.06,100.0
Prefeitura Municipal de Goiânia - GO,27 - Desporto e Lazer,2021,1732869.09,1729330.55,99.8
Prefeitura Municipal de Florianópolis - SC,27 - Desporto e Lazer,2021,12664488.57,12635669.17,99.8
Prefeitura Municipal de Rio Branco - AC,27 - Desporto e Lazer,2021,580602.45,573731.19,98.8
Prefeitura Municipal de Recife - PE,27 - Desporto e Lazer,2021,21693455.59,21127034.7,97.4
Prefeitura Municipal de João Pessoa - PB,27 - Desporto e Lazer,2021,7515406.82,7308476.82,97.2
Prefeitura Municipal de Aracaju - SE,27 - Desporto e Lazer,2021,4181811.95,4023657.32,96.2
Prefeitura Municipal de Maceió - AL,27 - Desporto e Lazer,2021,2325179.25,2205640.78,94.9
Prefeitura Municipal de Palmas - TO,27 - Desporto e Lazer,2021,7810629.71,7376007.42,94.4
Prefeitura Municipal de Natal - RN,27 - Desporto e Lazer,2021,9323760.57,8738350.21,93.7
Prefeitura Municipal de Boa Vista - RR,27 - Desporto e Lazer,2021,4099045.25,3837677.25,93.6
Prefeitura Municipal de Salvador - BA,27 - Desporto e Lazer,2021,10631934.96,9923375.08,93.3
Prefeitura Municipal de Curitiba - PR,27 - Desporto e Lazer,2021,36391552.5,33743516.88,92.7
Prefeitura Municipal de Campo Grande - MS,27 - Desporto e Lazer,2021,16512872.66,15217534.03,92.2
Prefeitura Municipal de Teresina - PI,27 - Desporto e Lazer,2021,2936934.61,2600481.78,88.5
Prefeitura Municipal de Belo Horizonte - MG,27 - Desporto e Lazer,2021,20972513.68,18424801.28,87.9
Prefeitura Municipal de Vitória - ES,27 - Desporto e Lazer,2021,8098524.77,7077845.85,87.4
Prefeitura Municipal de Fortaleza - CE,27 - Desporto e Lazer,2021,11649624.01,9850373.17,84.6
Prefeitura Municipal do Rio de Janeiro - RJ,27 - Desporto e Lazer,2021,53045345.31,43743749.12,82.5
Prefeitura Municipal de São Paulo - SP,27 - Desporto e Lazer,2021,249318642.36,200828687.13,80.6
Prefeitura Municipal de Manaus - AM,27 - Desporto e Lazer,2021,7350360.64,5210655.09,70.9
Prefeitura Municipal de Porto Alegre - RS,27 - Desporto e Lazer,2021,1595438.32,893391.23,56.0
Prefeitura Municipal de Macapá - AP,27 - Desporto e Lazer,2021,148007.0,59241.85,40.0
Prefeitura Municipal de Porto Velho - RO,27 - Desporto e Lazer,2021,12482805.57,2181457.91,17.5
Prefeitura Municipal de Belém - PA,28 - Encargos Especiais,2021,397146920.64,397146920.64,100.0
Prefeitura Municipal de Aracaju - SE,28 - Encargos Especiais,2021,97426519.02,97426519.02,100.0
Prefeitura Municipal de Teresina - PI,28 - Encargos Especiais,2021,112647202.59,112647202.59,100.0
Prefeitura Municipal de Cuiabá - MT,28 - Encargos Especiais,2021,79264283.59,79263538.43,100.0
Prefeitura Municipal de Vitória - ES,28 - Encargos Especiais,2021,100215803.24,100207101.07,100.0
Prefeitura Municipal de Florianópolis - SC,28 - Encargos Especiais,2021,52352156.19,52325188.35,99.9
Prefeitura Municipal de São Paulo - SP,28 - Encargos Especiais,2021,5650750681.02,5646645481.94,99.9
Prefeitura Municipal de Manaus - AM,28 - Encargos Especiais,2021,609880276.53,609354190.66,99.9
Prefeitura Municipal de Goiânia - GO,28 - Encargos Especiais,2021,229276432.23,229117594.64,99.9
Prefeitura Municipal de Campo Grande - MS,28 - Encargos Especiais,2021,169833341.2,169227482.9,99.6
Prefeitura Municipal de Boa Vista - RR,28 - Encargos Especiais,2021,51971985.39,51735719.85,99.5
Prefeitura Municipal de Fortaleza - CE,28 - Encargos Especiais,2021,414529984.48,412079108.64,99.4
Prefeitura Municipal de Recife - PE,28 - Encargos Especiais,2021,347165632.02,342857581.52,98.8
Prefeitura Municipal de Porto Velho - RO,28 - Encargos Especiais,2021,84255223.23,83134530.75,98.7
Prefeitura Municipal de Belo Horizonte - MG,28 - Encargos Especiais,2021,998353839.62,981766923.65,98.3
Prefeitura Municipal de Porto Alegre - RS,28 - Encargos Especiais,2021,533868008.34,523396321.45,98.0
Prefeitura Municipal de Palmas - TO,28 - Encargos Especiais,2021,54361279.91,53123479.95,97.7
Prefeitura Municipal de Salvador - BA,28 - Encargos Especiais,2021,299768435.18,292554636.77,97.6
Prefeitura Municipal de Maceió - AL,28 - Encargos Especiais,2021,67522249.58,65821894.2,97.5
Prefeitura Municipal de São Luís - MA,28 - Encargos Especiais,2021,163631817.84,159157603.35,97.3
Prefeitura Municipal de Macapá - AP,28 - Encargos Especiais,2021,40099417.88,38962014.05,97.2
Prefeitura Municipal de Curitiba - PR,28 - Encargos Especiais,2021,384436155.42,372242059.67,96.8
Prefeitura Municipal de Rio Branco - AC,28 - Encargos Especiais,2021,40262845.95,38769198.5,96.3
Prefeitura Municipal de João Pessoa - PB,28 - Encargos Especiais,2021,152632435.05,143972122.93,94.3
Prefeitura Municipal do Rio de Janeiro - RJ,28 - Encargos Especiais,2021,2870675357.24,2690127214.11,93.7
Prefeitura Municipal de Natal - RN,28 - Encargos Especiais,2021,146126295.1,120451954.36,82.4
Prefeitura Municipal de Macapá - AP,01 - Legislativa,2020,27782126.11,27777470.24,100.0
Prefeitura Municipal de Maceió - AL,01 - Legislativa,2020,63453817.04,63453817.04,100.0
Prefeitura Municipal de Belém - PA,01 - Legislativa,2020,90396916.57,90393734.49,100.0
Prefeitura Municipal de Palmas - TO,01 - Legislativa,2020,43420183.55,43324103.26,99.8
Prefeitura Municipal de Natal - RN,01 - Legislativa,2020,78728460.93,78510425.22,99.7
Prefeitura Municipal de Recife - PE,01 - Legislativa,2020,152296816.07,151908873.94,99.7
Prefeitura Municipal de Salvador - BA,01 - Legislativa,2020,193574530.65,192721986.26,99.6
Prefeitura Municipal de Porto Velho - RO,01 - Legislativa,2020,35085703.39,34803363.79,99.2
Prefeitura Municipal de Boa Vista - RR,01 - Legislativa,2020,35254837.43,34950776.29,99.1
Prefeitura Municipal de Teresina - PI,01 - Legislativa,2020,79348453.98,78661278.23,99.1
Prefeitura Municipal de Cuiabá - MT,01 - Legislativa,2020,55556996.56,55039762.54,99.1
Prefeitura Municipal de Fortaleza - CE,01 - Legislativa,2020,172774407.22,169834432.57,98.3
Prefeitura Municipal de Goiânia - GO,01 - Legislativa,2020,119836104.72,117293889.79,97.9
Prefeitura Municipal de Manaus - AM,01 - Legislativa,2020,162148201.47,158222029.79,97.6
Prefeitura Municipal de Florianópolis - SC,01 - Legislativa,2020,48515450.08,47318204.45,97.5
Prefeitura Municipal de Rio Branco - AC,01 - Legislativa,2020,29014059.54,28264216.8,97.4
Prefeitura Municipal de Porto Alegre - RS,01 - Legislativa,2020,107181363.5,103760454.95,96.8
Prefeitura Municipal de São Paulo - SP,01 - Legislativa,2020,727548554.11,700375024.42,96.3
Prefeitura Municipal de Vitória - ES,01 - Legislativa,2020,28110982.38,26992173.39,96.0
Prefeitura Municipal de Aracaju - SE,01 - Legislativa,2020,55657017.67,53161537.18,95.5
Prefeitura Municipal de Campo Grande - MS,01 - Legislativa,2020,80363674.49,75295991.87,93.7
Prefeitura Municipal do Rio de Janeiro - RJ,01 - Legislativa,2020,882140476.95,825694841.31,93.6
Prefeitura Municipal de Curitiba - PR,01 - Legislativa,2020,110283735.51,101811417.86,92.3
Prefeitura Municipal de Belo Horizonte - MG,01 - Legislativa,2020,195278433.36,173113640.39,88.6
Prefeitura Municipal de Goiânia - GO,02 - Judiciária,2020,18898083.35,18898083.35,100.0
Prefeitura Municipal de João Pessoa - PB,02 - Judiciária,2020,82137.8,82137.8,100.0
Prefeitura Municipal de Salvador - BA,02 - Judiciária,2020,47760023.77,47760023.77,100.0
Prefeitura Municipal de Porto Alegre - RS,02 - Judiciária,2020,54591044.17,53783411.63,98.5
Prefeitura Municipal de Fortaleza - CE,02 - Judiciária,2020,40397662.08,39398890.73,97.5
Prefeitura Municipal de Campo Grande - MS,02 - Judiciária,2020,26152161.0,25465396.3,97.4
Prefeitura Municipal de São Paulo - SP,02 - Judiciária,2020,213398102.05,206671140.41,96.8
Prefeitura Municipal de Florianópolis - SC,02 - Judiciária,2020,44831338.02,40965051.73,91.4
Prefeitura Municipal do Rio de Janeiro - RJ,02 - Judiciária,2020,163656315.36,140678082.02,86.0
Prefeitura Municipal de Fortaleza - CE,03 - Essencial à Justiça,2020,149740.73,149740.73,100.0
Prefeitura Municipal de Rio Branco - AC,03 - Essencial à Justiça,2020,18822895.07,18818545.07,100.0
Prefeitura Municipal de Manaus - AM,03 - Essencial à Justiça,2020,31085219.4,30977327.31,99.7
Prefeitura Municipal de Belém - PA,03 - Essencial à Justiça,2020,15559158.26,15502252.92,99.6
Prefeitura Municipal de Vitória - ES,03 - Essencial à Justiça,2020,13657621.84,13583877.15,99.5
Prefeitura Municipal de Recife - PE,03 - Essencial à Justiça,2020,47799714.77,47401082.07,99.2
Prefeitura Municipal de Curitiba - PR,03 - Essencial à Justiça,2020,44826147.93,44113620.19,98.4
Prefeitura Municipal de Palmas - TO,03 - Essencial à Justiça,2020,11615271.6,11407212.58,98.2
Prefeitura Municipal de Natal - RN,03 - Essencial à Justiça,2020,46165584.88,44156560.59,95.6
Prefeitura Municipal de Teresina - PI,03 - Essencial à Justiça,2020,1086327.41,1031279.33,94.9
Prefeitura Municipal de Goiânia - GO,03 - Essencial à Justiça,2020,6392349.17,5953845.07,93.1
Prefeitura Municipal de São Luís - MA,03 - Essencial à Justiça,2020,1191844.57,907806.89,76.2
Prefeitura Municipal de Maceió - AL,04 - Administração,2020,383404640.39,380810720.2,99.3
Prefeitura Municipal de Rio Branco - AC,04 - Administração,2020,82258800.45,81360049.25,98.9
Prefeitura Municipal de Boa Vista - RR,04 - Administração,2020,139516256.54,137872102.79,98.8
Prefeitura Municipal de Belém - PA,04 - Administração,2020,94246834.89,93126107.76,98.8
Prefeitura Municipal de Aracaju - SE,04 - Administração,2020,270109344.07,266689907.93,98.7
Prefeitura Municipal de Goiânia - GO,04 - Administração,2020,1012182677.1,997879864.43,98.6
Prefeitura Municipal de Teresina - PI,04 - Administração,2020,386722503.84,376373377.13,97.3
Prefeitura Municipal de João Pessoa - PB,04 - Administração,2020,274470039.31,266825012.31,97.2
Prefeitura Municipal de Recife - PE,04 - Administração,2020,334525485.38,322675546.25,96.5
Prefeitura Municipal de Porto Velho - RO,04 - Administração,2020,347540992.96,333595537.87,96.0
Prefeitura Municipal de Manaus - AM,04 - Administração,2020,525209043.28,503261738.5,95.8
Prefeitura Municipal de Macapá - AP,04 - Administração,2020,223478274.32,213815679.53,95.7
Prefeitura Municipal de Salvador - BA,04 - Administração,2020,411411756.84,391367289.94,95.1
Prefeitura Municipal de Florianópolis - SC,04 - Administração,2020,372794993.91,353506993.18,94.8
Prefeitura Municipal de Curitiba - PR,04 - Administração,2020,579822605.12,548662203.51,94.6
